Date	Imagename	ID	Pixels
2020_01_15	IMG_0728	11	15367
2020_01_15	IMG_0728	12	14125
2020_01_15	IMG_0729	1	16527
2020_01_15	IMG_0729	2	13108
2020_01_15	IMG_0729	3	16757
2020_01_15	IMG_0729	4	16189
2020_01_15	IMG_0729	5	14389
2020_01_15	IMG_0729	6	16311
2020_01_15	IMG_0729	7	19057
2020_01_15	IMG_0729	8	16873
2020_01_15	IMG_0729	9	23138
2020_01_15	IMG_0729	10	14505
2020_01_15	IMG_0729	11	9722
2020_01_15	IMG_0729	12	16523
2020_01_15	IMG_0730	1	15689
2020_01_15	IMG_0730	2	12717
2020_01_15	IMG_0730	3	9709
2020_01_15	IMG_0730	4	9583
2020_01_15	IMG_0730	5	9351
2020_01_15	IMG_0730	6	8625
2020_01_15	IMG_0730	7	5423
2020_01_15	IMG_0730	8	1611
2020_01_15	IMG_0731	1	15286
2020_01_15	IMG_0731	2	16707
2020_01_15	IMG_0731	3	5552
2020_01_15	IMG_0731	4	7739
2020_01_15	IMG_0731	5	17342
2020_01_15	IMG_0731	6	15768
2020_01_15	IMG_0731	7	10727
2020_01_15	IMG_0731	8	13071
2020_01_15	IMG_0731	9	15417
2020_01_15	IMG_0731	10	19192
2020_01_15	IMG_0731	11	10889
2020_01_15	IMG_0731	12	14109
2020_01_15	IMG_0732	1	15286
2020_01_15	IMG_0732	2	16707
2020_01_15	IMG_0732	3	5552
2020_01_15	IMG_0732	4	7739
2020_01_15	IMG_0732	5	17342
2020_01_15	IMG_0732	6	15768
2020_01_15	IMG_0732	7	10727
2020_01_15	IMG_0732	8	13071
2020_01_15	IMG_0732	9	15417
2020_01_15	IMG_0732	10	19192
2020_01_15	IMG_0732	11	10889
2020_01_15	IMG_0732	12	14109
2020_01_15	IMG_0733	1	15286
2020_01_15	IMG_0733	2	16707
2020_01_15	IMG_0733	3	5552
2020_01_15	IMG_0733	4	7739
2020_01_15	IMG_0733	5	17342
2020_01_15	IMG_0733	6	15768
2020_01_15	IMG_0733	7	10727
2020_01_15	IMG_0733	8	13071
2020_01_15	IMG_0733	9	15417
2020_01_15	IMG_0733	10	19192
2020_01_15	IMG_0733	11	10889
2020_01_15	IMG_0733	12	14109
2020_01_15	IMG_0734	1	15286
2020_01_15	IMG_0734	2	16707
2020_01_15	IMG_0734	3	5552
2020_01_15	IMG_0734	4	7739
2020_01_15	IMG_0734	5	17342
2020_01_15	IMG_0734	6	15768
2020_01_15	IMG_0734	7	10727
2020_01_15	IMG_0734	8	13071
2020_01_15	IMG_0734	9	15417
2020_01_15	IMG_0734	10	19192
2020_01_15	IMG_0734	11	10889
2020_01_15	IMG_0734	12	14109
2020_01_15	IMG_0735	1	6852
2020_01_15	IMG_0735	2	7149
2020_01_15	IMG_0735	3	7838
2020_01_15	IMG_0735	4	5936
2020_01_15	IMG_0735	5	2034
2020_01_15	IMG_0735	6	3530
2020_01_15	IMG_0735	7	11783
2020_01_15	IMG_0735	8	8135
2020_01_15	IMG_0735	9	15868
2020_01_15	IMG_0735	10	7516
2020_01_15	IMG_0735	11	4961
2020_01_15	IMG_0735	12	7289
2020_01_15	IMG_0735	13	13528
2020_01_15	IMG_0736	1	6852
2020_01_15	IMG_0736	2	7149
2020_01_15	IMG_0736	3	7838
2020_01_15	IMG_0736	4	5936
2020_01_15	IMG_0736	5	2034
2020_01_15	IMG_0736	6	3530
2020_01_15	IMG_0736	7	11783
2020_01_15	IMG_0736	8	8135
2020_01_15	IMG_0736	9	15868
2020_01_15	IMG_0736	10	7516
2020_01_15	IMG_0736	11	4961
2020_01_15	IMG_0736	12	7289
2020_01_15	IMG_0736	13	13528
2020_01_15	IMG_0737	1	10588
2020_01_15	IMG_0737	2	14465
2020_01_15	IMG_0737	3	10242
2020_01_15	IMG_0737	4	14196
2020_01_15	IMG_0737	5	11252
2020_01_15	IMG_0737	6	26904
2020_01_15	IMG_0737	7	6422
2020_01_15	IMG_0737	8	18175
2020_01_15	IMG_0737	9	6422
2020_01_15	IMG_0737	10	4379
2020_01_15	IMG_0737	11	11057
2020_01_15	IMG_0737	12	13249
2020_01_15	IMG_0738	1	15475
2020_01_15	IMG_0738	2	13913
2020_01_15	IMG_0738	3	10382
2020_01_15	IMG_0738	4	20652
2020_01_15	IMG_0738	5	19690
2020_01_15	IMG_0738	6	11006
2020_01_15	IMG_0738	7	26573
2020_01_15	IMG_0738	8	24279
2020_01_15	IMG_0738	9	13176
2020_01_15	IMG_0738	10	13304
2020_01_15	IMG_0738	11	22463
2020_01_15	IMG_0738	12	23894
2020_01_15	IMG_0739	1	9945
2020_01_15	IMG_0739	2	21032
2020_01_15	IMG_0739	3	16254
2020_01_15	IMG_0739	4	2738
2020_01_15	IMG_0739	5	10723
2020_01_15	IMG_0739	6	14375
2020_01_15	IMG_0739	7	1840
2020_01_15	IMG_0739	8	25220
2020_01_15	IMG_0739	9	20279
2020_01_15	IMG_0739	10	2912
2020_01_15	IMG_0740	1	3138
2020_01_15	IMG_0740	2	17560
2020_01_15	IMG_0740	3	22314
2020_01_15	IMG_0740	4	12276
2020_01_15	IMG_0740	5	635
2020_01_15	IMG_0740	6	3214
2020_01_15	IMG_0740	7	18101
2020_01_15	IMG_0740	8	12250
2020_01_15	IMG_0740	9	283
2020_01_15	IMG_0740	10	1629
2020_01_15	IMG_0740	11	16271
2020_01_15	IMG_0740	12	31144
2020_01_15	IMG_0741	1	14138
2020_01_15	IMG_0741	2	15910
2020_01_15	IMG_0741	3	15072
2020_01_15	IMG_0741	4	9765
2020_01_15	IMG_0741	5	16595
2020_01_15	IMG_0741	6	45782
2020_01_15	IMG_0741	7	11460
2020_01_15	IMG_0741	8	3445
2020_01_15	IMG_0741	9	23290
2020_01_15	IMG_0741	10	11762
2020_01_15	IMG_0741	11	14485
2020_01_15	IMG_0741	12	4830
2020_01_15	IMG_0742	1	9640
2020_01_15	IMG_0742	2	14769
2020_01_15	IMG_0742	3	8967
2020_01_15	IMG_0742	4	3338
2020_01_15	IMG_0742	5	6869
2020_01_15	IMG_0742	6	15049
2020_01_15	IMG_0742	7	4487
2020_01_15	IMG_0742	8	4631
2020_01_15	IMG_0742	9	5632
2020_01_15	IMG_0746	1	1727
2020_01_15	IMG_0746	2	1170
2020_01_15	IMG_0746	3	15310
2020_01_15	IMG_0746	4	21596
2020_01_15	IMG_0746	5	1078
2020_01_15	IMG_0746	6	2754
2020_01_15	IMG_0746	7	9593
2020_01_15	IMG_0746	8	19942
2020_01_15	IMG_0746	9	1113
2020_01_15	IMG_0746	10	2381
2020_01_15	IMG_0746	11	19727
2020_01_15	IMG_0746	12	19413
2020_01_15	IMG_0747	1	3713
2020_01_15	IMG_0747	2	17364
2020_01_15	IMG_0747	3	17946
2020_01_15	IMG_0747	4	15576
2020_01_15	IMG_0747	5	19126
2020_01_15	IMG_0747	6	18864
2020_01_15	IMG_0747	7	23311
2020_01_15	IMG_0747	8	17861
2020_01_15	IMG_0747	9	11934
2020_01_15	IMG_0747	10	20958
2020_01_15	IMG_0747	11	26893
2020_01_15	IMG_0747	12	26046
2020_01_15	IMG_0747	13	21404
2020_01_15	IMG_0748	1	3713
2020_01_15	IMG_0748	2	17364
2020_01_15	IMG_0748	3	17946
2020_01_15	IMG_0748	4	15576
2020_01_15	IMG_0748	5	19126
2020_01_15	IMG_0748	6	18864
2020_01_15	IMG_0748	7	23311
2020_01_15	IMG_0748	8	17861
2020_01_15	IMG_0748	9	11934
2020_01_15	IMG_0748	10	20958
2020_01_15	IMG_0748	11	26893
2020_01_15	IMG_0748	12	26046
2020_01_15	IMG_0748	13	21404
2020_01_15	IMG_0749	1	3713
2020_01_15	IMG_0749	2	17364
2020_01_15	IMG_0749	3	17946
2020_01_15	IMG_0749	4	15576
2020_01_15	IMG_0749	5	19126
2020_01_15	IMG_0749	6	18864
2020_01_15	IMG_0749	7	23311
2020_01_15	IMG_0749	8	17861
2020_01_15	IMG_0749	9	11934
2020_01_15	IMG_0749	10	20958
2020_01_15	IMG_0749	11	26893
2020_01_15	IMG_0749	12	26046
2020_01_15	IMG_0749	13	21404
2020_01_15	IMG_0750	1	3713
2020_01_15	IMG_0750	2	17364
2020_01_15	IMG_0750	3	17946
2020_01_15	IMG_0750	4	15576
2020_01_15	IMG_0750	5	19126
2020_01_15	IMG_0750	6	18864
2020_01_15	IMG_0750	7	23311
2020_01_15	IMG_0750	8	17861
2020_01_15	IMG_0750	9	11934
2020_01_15	IMG_0750	10	20958
2020_01_15	IMG_0750	11	26893
2020_01_15	IMG_0750	12	26046
2020_01_15	IMG_0750	13	21404
2020_01_15	IMG_0751	1	14548
2020_01_15	IMG_0751	2	1074
2020_01_15	IMG_0751	3	1571
2020_01_15	IMG_0751	4	8637
2020_01_15	IMG_0751	5	1495
2020_01_15	IMG_0751	6	1053
2020_01_15	IMG_0751	7	18203
2020_01_15	IMG_0751	8	19135
2020_01_15	IMG_0751	9	2726
2020_01_15	IMG_0752	1	15343
2020_01_15	IMG_0752	2	9848
2020_01_15	IMG_0752	3	15939
2020_01_15	IMG_0752	4	12185
2020_01_15	IMG_0752	5	20759
2020_01_15	IMG_0752	6	19079
2020_01_15	IMG_0752	7	9853
2020_01_15	IMG_0752	8	12528
2020_01_15	IMG_0752	9	17248
2020_01_15	IMG_0752	10	13865
2020_01_15	IMG_0752	11	20262
2020_01_15	IMG_0752	12	9560
2020_01_15	IMG_0754	1	4345
2020_01_15	IMG_0754	2	11533
2020_01_15	IMG_0754	3	2437
2020_01_15	IMG_0754	4	30259
2020_01_15	IMG_0754	5	24901
2020_01_15	IMG_0754	6	6935
2020_01_15	IMG_0754	7	10118
2020_01_15	IMG_0754	8	2788
2020_01_15	IMG_0754	9	2757
2020_01_15	IMG_0754	10	21607
2020_01_15	IMG_0754	11	24541
2020_01_15	IMG_0754	12	15251
2020_01_15	IMG_0754	13	2043
2020_01_15	IMG_0754	14	15664
2020_01_15	IMG_0755	1	23912
2020_01_15	IMG_0755	2	25034
2020_01_15	IMG_0755	3	22315
2020_01_15	IMG_0755	4	15088
2020_01_15	IMG_0755	5	14570
2020_01_15	IMG_0755	6	26174
2020_01_15	IMG_0755	7	13486
2020_01_15	IMG_0755	8	1079
2020_01_15	IMG_0755	9	23570
2020_01_15	IMG_0756	1	23137
2020_01_15	IMG_0756	2	25653
2020_01_15	IMG_0756	3	2295
2020_01_15	IMG_0756	4	24300
2020_01_15	IMG_0756	5	27692
2020_01_15	IMG_0756	6	22863
2020_01_15	IMG_0756	7	27539
2020_01_15	IMG_0756	8	22020
2020_01_15	IMG_0756	9	21460
2020_01_15	IMG_0756	10	30699
2020_01_15	IMG_0756	11	2351
2020_01_15	IMG_0756	12	20493
2020_01_15	IMG_0756	13	18296
2020_01_15	IMG_0757	1	710
2020_01_15	IMG_0757	2	620
2020_01_15	IMG_0757	3	2193
2020_01_15	IMG_0757	4	11218
2020_01_15	IMG_0757	5	10678
2020_01_15	IMG_0757	6	12894
2020_01_15	IMG_0757	7	3104
2020_01_15	IMG_0757	8	299
2020_01_15	IMG_0757	9	2789
2020_01_15	IMG_0757	10	11678
2020_01_15	IMG_0757	11	15045
2020_01_15	IMG_0757	12	8728
2020_01_15	IMG_0757	13	383
2020_01_15	IMG_0757	14	247
2020_01_15	IMG_0757	15	2557
2020_01_15	IMG_0757	16	15630
2020_01_15	IMG_0757	17	12147
2020_01_15	IMG_0757	18	4858
2020_01_15	IMG_0757	19	232
2020_01_15	IMG_0758	1	9444
2020_01_15	IMG_0758	2	13500
2020_01_15	IMG_0758	3	8263
2020_01_15	IMG_0758	4	13139
2020_01_15	IMG_0758	5	14182
2020_01_15	IMG_0758	6	9123
2020_01_15	IMG_0758	7	14093
2020_01_15	IMG_0758	8	16053
2020_01_15	IMG_0758	9	10443
2020_01_15	IMG_0758	10	4929
2020_01_15	IMG_0758	11	14339
2020_01_15	IMG_0758	12	16212
2020_01_15	IMG_0759	1	10119
2020_01_15	IMG_0759	2	9898
2020_01_15	IMG_0759	3	10020
2020_01_15	IMG_0759	4	9191
2020_01_15	IMG_0759	5	2679
2020_01_15	IMG_0759	6	11418
2020_01_15	IMG_0759	7	6928
2020_01_15	IMG_0759	8	16369
2020_01_15	IMG_0759	9	8094
2020_01_15	IMG_0759	10	13091
2020_01_15	IMG_0759	11	8724
2020_01_15	IMG_0759	12	9771
2020_01_15	IMG_0759	13	7663
2020_01_15	IMG_0759	14	1599
2020_01_15	IMG_0760	1	10119
2020_01_15	IMG_0760	2	9898
2020_01_15	IMG_0760	3	10020
2020_01_15	IMG_0760	4	9191
2020_01_15	IMG_0760	5	2679
2020_01_15	IMG_0760	6	11418
2020_01_15	IMG_0760	7	6928
2020_01_15	IMG_0760	8	16369
2020_01_15	IMG_0760	9	8094
2020_01_15	IMG_0760	10	13091
2020_01_15	IMG_0760	11	8724
2020_01_15	IMG_0760	12	9771
2020_01_15	IMG_0760	13	7663
2020_01_15	IMG_0760	14	1599
2020_01_15	IMG_0761	1	12911
2020_01_15	IMG_0761	2	8011
2020_01_15	IMG_0761	3	12914
2020_01_15	IMG_0761	4	9700
2020_01_15	IMG_0761	5	9373
2020_01_15	IMG_0761	6	4311
2020_01_15	IMG_0761	7	9629
2020_01_15	IMG_0761	8	2731
2020_01_15	IMG_0762	1	12911
2020_01_15	IMG_0762	2	8011
2020_01_15	IMG_0762	3	12914
2020_01_15	IMG_0762	4	9700
2020_01_15	IMG_0762	5	9373
2020_01_15	IMG_0762	6	4311
2020_01_15	IMG_0762	7	9629
2020_01_15	IMG_0762	8	2731
2020_01_15	IMG_0763	1	9962
2020_01_15	IMG_0763	2	12314
2020_01_15	IMG_0763	3	8856
2020_01_15	IMG_0763	4	9987
2020_01_15	IMG_0763	5	1644
2020_01_15	IMG_0763	6	6588
2020_01_15	IMG_0763	7	9068
2020_01_15	IMG_0763	8	6052
2020_01_15	IMG_0763	9	11147
2020_01_15	IMG_0763	10	2102
2020_01_15	IMG_0763	11	6307
2020_01_15	IMG_0763	12	7203
2020_01_15	IMG_0763	13	9306
2020_01_15	IMG_0763	14	6307
2020_01_15	IMG_0763	15	7249
2020_01_15	IMG_0764	1	9018
2020_01_15	IMG_0764	2	9863
2020_01_15	IMG_0764	3	9824
2020_01_15	IMG_0764	4	10035
2020_01_15	IMG_0764	5	3206
2020_01_15	IMG_0764	6	6617
2020_01_15	IMG_0764	7	7631
2020_01_15	IMG_0764	8	5951
2020_01_15	IMG_0764	9	10109
2020_01_15	IMG_0764	10	6292
2020_01_15	IMG_0765	1	530
2020_01_15	IMG_0765	2	1010
2020_01_15	IMG_0765	3	660
2020_01_15	IMG_0765	4	1362
2020_01_15	IMG_0765	5	238
2020_01_15	IMG_0765	6	757
2020_01_15	IMG_0765	7	1031
2020_01_15	IMG_0765	8	926
2020_01_15	IMG_0765	9	1741
2020_01_15	IMG_0765	10	570
2020_01_15	IMG_0765	11	657
2020_01_15	IMG_0765	12	1222
2020_01_15	IMG_0765	13	775
2020_01_15	IMG_0765	14	636
2020_01_15	IMG_0765	15	797
2020_01_15	IMG_0766	1	1045
2020_01_15	IMG_0766	2	477
2020_01_15	IMG_0766	3	1389
2020_01_15	IMG_0766	4	853
2020_01_15	IMG_0766	5	1091
2020_01_15	IMG_0766	6	1214
2020_01_15	IMG_0766	7	931
2020_01_15	IMG_0766	8	570
2020_01_15	IMG_0766	9	1138
2020_01_15	IMG_0766	10	207
2020_01_15	IMG_0766	11	218
2020_01_15	IMG_0767	1	1493
2020_01_15	IMG_0767	2	823
2020_01_15	IMG_0767	3	1386
2020_01_15	IMG_0767	4	803
2020_01_15	IMG_0767	5	1023
2020_01_15	IMG_0767	6	578
2020_01_15	IMG_0767	7	2265
2020_01_15	IMG_0767	8	1183
2020_01_15	IMG_0767	9	507
2020_01_15	IMG_0767	10	517
2020_01_15	IMG_0768	1	825
2020_01_15	IMG_0768	2	1418
2020_01_15	IMG_0768	3	856
2020_01_15	IMG_0768	4	1506
2020_01_15	IMG_0768	5	660
2020_01_15	IMG_0768	6	1539
2020_01_15	IMG_0768	7	1154
2020_01_15	IMG_0768	8	1247
2020_01_15	IMG_0768	9	316
2020_01_15	IMG_0768	10	2629
2020_01_15	IMG_0768	11	341
2020_01_15	IMG_0768	12	889
2020_01_15	IMG_0769	1	375
2020_01_15	IMG_0769	2	964
2020_01_15	IMG_0769	3	1409
2020_01_15	IMG_0769	4	558
2020_01_15	IMG_0769	5	1060
2020_01_15	IMG_0769	6	963
2020_01_15	IMG_0769	7	1833
2020_01_15	IMG_0769	8	1465
2020_01_15	IMG_0769	9	962
2020_01_15	IMG_0769	10	1184
2020_01_15	IMG_0769	11	741
2020_01_15	IMG_0769	12	1758
2020_01_15	IMG_0769	13	677
2020_01_15	IMG_0770	1	662
2020_01_15	IMG_0770	2	1062
2020_01_15	IMG_0770	3	675
2020_01_15	IMG_0770	4	1170
2020_01_15	IMG_0770	5	863
2020_01_15	IMG_0770	6	1539
2020_01_15	IMG_0770	7	1321
2020_01_15	IMG_0770	8	988
2020_01_15	IMG_0771	1	628
2020_01_15	IMG_0771	2	1002
2020_01_15	IMG_0771	3	977
2020_01_15	IMG_0771	4	10264
2020_01_15	IMG_0771	5	8656
2020_01_15	IMG_0771	6	471
2020_01_15	IMG_0771	7	620
2020_01_15	IMG_0771	8	826
2020_01_15	IMG_0771	9	6190
2020_01_15	IMG_0771	10	2881
2020_01_15	IMG_0771	11	331
2020_01_15	IMG_0771	12	674
2020_01_15	IMG_0771	13	5230
2020_01_15	IMG_0771	14	5363
2020_01_15	IMG_0772	1	11576
2020_01_15	IMG_0772	2	10588
2020_01_15	IMG_0772	3	4309
2020_01_15	IMG_0772	4	1770
2020_01_15	IMG_0772	5	510
2020_01_15	IMG_0772	6	8562
2020_01_15	IMG_0772	7	8699
2020_01_15	IMG_0772	8	2896
2020_01_15	IMG_0772	9	2370
2020_01_15	IMG_0772	10	685
2020_01_15	IMG_0772	11	255
2020_01_15	IMG_0772	12	9686
2020_01_15	IMG_0772	13	8053
2020_01_15	IMG_0772	14	5207
2020_01_15	IMG_0772	15	1893
2020_01_15	IMG_0773	1	3560
2020_01_15	IMG_0773	2	1605
2020_01_15	IMG_0773	3	1515
2020_01_15	IMG_0773	4	7880
2020_01_15	IMG_0773	5	3935
2020_01_15	IMG_0773	6	14455
2020_01_15	IMG_0773	7	1954
2020_01_15	IMG_0773	8	7773
2020_01_15	IMG_0774	1	8144
2020_01_15	IMG_0774	2	1477
2020_01_15	IMG_0774	3	1684
2020_01_15	IMG_0774	4	4512
2020_01_15	IMG_0774	5	4278
2020_01_15	IMG_0774	6	10252
2020_01_15	IMG_0774	7	14192
2020_01_15	IMG_0774	8	3957
2020_01_15	IMG_0774	9	3973
2020_01_15	IMG_0774	10	3504
2020_01_15	IMG_0774	11	6224
2020_01_15	IMG_0774	12	16967
2020_01_15	IMG_0774	13	3577
2020_01_15	IMG_0774	14	5871
2020_01_15	IMG_0775	1	9933
2020_01_15	IMG_0775	2	11900
2020_01_15	IMG_0775	3	10301
2020_01_15	IMG_0775	4	1009
2020_01_15	IMG_0775	5	9386
2020_01_15	IMG_0775	6	12727
2020_01_15	IMG_0775	7	8178
2020_01_15	IMG_0775	8	898
2020_01_15	IMG_0775	9	8516
2020_01_15	IMG_0775	10	7727
2020_01_15	IMG_0775	11	8397
2020_01_15	IMG_0775	12	812
2020_01_15	IMG_0776	1	10264
2020_01_15	IMG_0776	2	1044
2020_01_15	IMG_0776	3	1161
2020_01_15	IMG_0776	4	672
2020_01_15	IMG_0776	5	691
2020_01_15	IMG_0776	6	558
2020_01_15	IMG_0776	7	360
2020_01_15	IMG_0776	8	414
2020_01_15	IMG_0776	9	714
2020_01_15	IMG_0776	10	220
2020_01_15	IMG_0777	1	1193
2020_01_15	IMG_0777	2	2772
2020_01_15	IMG_0777	3	2186
2020_01_15	IMG_0777	4	3448
2020_01_15	IMG_0777	5	464
2020_01_15	IMG_0777	6	322
2020_01_15	IMG_0777	7	1190
2020_01_15	IMG_0777	8	1296
2020_01_15	IMG_0777	9	3337
2020_01_15	IMG_0777	10	1713
2020_01_15	IMG_0777	11	1736
2020_01_15	IMG_0777	12	2311
2020_01_15	IMG_0777	13	545
2020_01_15	IMG_0777	14	224
2020_01_15	IMG_0777	15	1500
2020_01_15	IMG_0777	16	3363
2020_01_15	IMG_0777	17	1535
2020_01_15	IMG_0778	1	2520
2020_01_15	IMG_0778	2	1337
2020_01_15	IMG_0778	3	2745
2020_01_15	IMG_0778	4	2770
2020_01_15	IMG_0778	5	1217
2020_01_15	IMG_0778	6	1884
2020_01_15	IMG_0778	7	4106
2020_01_15	IMG_0778	8	432
2020_01_15	IMG_0778	9	289
2020_01_15	IMG_0778	10	1797
2020_01_15	IMG_0778	11	1157
2020_01_15	IMG_0778	12	885
2020_01_15	IMG_0778	13	2779
2020_01_15	IMG_0779	1	2871
2020_01_15	IMG_0779	2	4073
2020_01_15	IMG_0779	3	4085
2020_01_15	IMG_0779	4	2406
2020_01_15	IMG_0779	5	2746
2020_01_15	IMG_0779	6	2026
2020_01_15	IMG_0779	7	612
2020_01_15	IMG_0779	8	2217
2020_01_15	IMG_0779	9	2437
2020_01_15	IMG_0779	10	330
2020_01_15	IMG_0779	11	241
2020_01_15	IMG_0780	1	5251
2020_01_15	IMG_0780	2	3018
2020_01_15	IMG_0780	3	4209
2020_01_15	IMG_0780	4	551
2020_01_15	IMG_0780	5	286
2020_01_15	IMG_0780	6	396
2020_01_15	IMG_0780	7	467
2020_01_15	IMG_0780	8	3089
2020_01_15	IMG_0780	9	2843
2020_01_15	IMG_0780	10	407
2020_01_15	IMG_0780	11	251
2020_01_15	IMG_0780	12	212
2020_01_15	IMG_0780	13	324
2020_01_15	IMG_0780	14	316
2020_01_15	IMG_0780	15	2841
2020_01_15	IMG_0780	16	2730
2020_01_15	IMG_0780	17	407
2020_01_15	IMG_0780	18	373
2020_01_15	IMG_0781	1	5251
2020_01_15	IMG_0781	2	3018
2020_01_15	IMG_0781	3	4209
2020_01_15	IMG_0781	4	551
2020_01_15	IMG_0781	5	286
2020_01_15	IMG_0781	6	396
2020_01_15	IMG_0781	7	467
2020_01_15	IMG_0781	8	3089
2020_01_15	IMG_0781	9	2843
2020_01_15	IMG_0781	10	407
2020_01_15	IMG_0781	11	251
2020_01_15	IMG_0781	12	212
2020_01_15	IMG_0781	13	324
2020_01_15	IMG_0781	14	316
2020_01_15	IMG_0781	15	2841
2020_01_15	IMG_0781	16	2730
2020_01_15	IMG_0781	17	407
2020_01_15	IMG_0781	18	373
2020_01_15	IMG_0782	1	3864
2020_01_15	IMG_0782	2	2798
2020_01_15	IMG_0782	3	2116
2020_01_15	IMG_0782	4	2293
2020_01_15	IMG_0782	5	2249
2020_01_15	IMG_0782	6	1842
2020_01_15	IMG_0782	7	2724
2020_01_15	IMG_0782	8	3551
2020_01_15	IMG_0782	9	2486
2020_01_15	IMG_0782	10	2890
2020_01_15	IMG_0782	11	1383
2020_01_15	IMG_0783	1	1617
2020_01_15	IMG_0783	2	862
2020_01_15	IMG_0783	3	1826
2020_01_15	IMG_0783	4	2401
2020_01_15	IMG_0783	5	454
2020_01_15	IMG_0783	6	1930
2020_01_15	IMG_0783	7	2868
2020_01_15	IMG_0783	8	3631
2020_01_15	IMG_0783	9	2409
2020_01_15	IMG_0783	10	3161
2020_01_15	IMG_0783	11	3054
2020_01_15	IMG_0783	12	1928
2020_01_15	IMG_0784	1	2201
2020_01_15	IMG_0784	2	2106
2020_01_15	IMG_0784	3	1974
2020_01_15	IMG_0784	4	1399
2020_01_15	IMG_0784	5	3673
2020_01_15	IMG_0784	6	5815
2020_01_15	IMG_0784	7	6839
2020_01_15	IMG_0784	8	4230
2020_01_15	IMG_0784	9	3990
2020_01_15	IMG_0784	10	4320
2020_01_15	IMG_0785	1	2706
2020_01_15	IMG_0785	2	5381
2020_01_15	IMG_0785	3	1179
2020_01_15	IMG_0785	4	3394
2020_01_15	IMG_0785	5	3934
2020_01_15	IMG_0785	6	4207
2020_01_15	IMG_0785	7	4879
2020_01_15	IMG_0785	8	5099
2020_01_15	IMG_0786	1	2580
2020_01_15	IMG_0786	2	4200
2020_01_15	IMG_0786	3	3723
2020_01_15	IMG_0786	4	228
2020_01_15	IMG_0786	5	5554
2020_01_15	IMG_0786	6	3709
2020_01_15	IMG_0786	7	3714
2020_01_15	IMG_0786	8	1885
2020_01_15	IMG_0786	9	328
2020_01_15	IMG_0786	10	415
2020_01_15	IMG_0786	11	4973
2020_01_15	IMG_0786	12	5532
2020_01_15	IMG_0786	13	4271
2020_01_15	IMG_0786	14	3936
2020_01_15	IMG_0787	1	3081
2020_01_15	IMG_0787	2	2070
2020_01_15	IMG_0787	3	898
2020_01_15	IMG_0787	4	289
2020_01_15	IMG_0787	5	2234
2020_01_15	IMG_0787	6	3336
2020_01_15	IMG_0787	7	2733
2020_01_15	IMG_0787	8	1085
2020_01_15	IMG_0787	9	373
2020_01_15	IMG_0787	10	4723
2020_01_15	IMG_0787	11	7153
2020_01_15	IMG_0787	12	2748
2020_01_15	IMG_0787	13	2856
2020_01_15	IMG_0788	1	1441
2020_01_15	IMG_0788	2	260
2020_01_15	IMG_0788	3	2138
2020_01_15	IMG_0788	4	3270
2020_01_15	IMG_0788	5	2793
2020_01_15	IMG_0788	6	2016
2020_01_15	IMG_0789	1	5568
2020_01_15	IMG_0789	2	1834
2020_01_15	IMG_0789	3	2995
2020_01_15	IMG_0789	4	1063
2020_01_15	IMG_0789	5	2133
2020_01_15	IMG_0789	6	5486
2020_01_15	IMG_0789	7	2376
2020_01_15	IMG_0789	8	3718
2020_01_15	IMG_0789	9	2311
2020_01_15	IMG_0789	10	3649
2020_01_15	IMG_0789	11	4954
2020_01_15	IMG_0791	1	3568
2020_01_15	IMG_0791	2	1496
2020_01_15	IMG_0791	3	1957
2020_01_15	IMG_0791	4	4063
2020_01_15	IMG_0791	5	5367
2020_01_15	IMG_0791	6	3613
2020_01_15	IMG_0792	1	3090
2020_01_15	IMG_0792	2	3568
2020_01_15	IMG_0792	3	3148
2020_01_15	IMG_0792	4	2890
2020_01_15	IMG_0792	5	3357
2020_01_15	IMG_0792	6	2015
2020_01_15	IMG_0792	7	4158
2020_01_16	IMG_0818	1	3050
2020_01_16	IMG_0818	2	35719
2020_01_16	IMG_0818	3	6898
2020_01_16	IMG_0818	4	10135
2020_01_16	IMG_0818	5	27239
2020_01_16	IMG_0818	6	3078
2020_01_16	IMG_0818	7	7424
2020_01_16	IMG_0818	8	981
2020_01_16	IMG_0818	9	730
2020_01_16	IMG_0818	10	32933
2020_01_16	IMG_0818	11	1071
2020_01_16	IMG_0818	12	11965
2020_01_16	IMG_0819	1	1999
2020_01_16	IMG_0819	2	80154
2020_01_16	IMG_0819	3	251
2020_01_16	IMG_0819	4	6749
2020_01_16	IMG_0819	5	5948
2020_01_16	IMG_0819	6	231
2020_01_16	IMG_0819	7	21653
2020_01_16	IMG_0819	8	5834
2020_01_16	IMG_0819	9	9444
2020_01_16	IMG_0819	10	24506
2020_01_16	IMG_0819	11	14981
2020_01_16	IMG_0819	12	458
2020_01_16	IMG_0819	13	395
2020_01_16	IMG_0820	1	5764
2020_01_16	IMG_0820	2	8758
2020_01_16	IMG_0820	3	5188
2020_01_16	IMG_0820	4	11169
2020_01_16	IMG_0820	5	10909
2020_01_16	IMG_0820	6	9521
2020_01_16	IMG_0820	7	10975
2020_01_16	IMG_0820	8	6519
2020_01_16	IMG_0821	1	431
2020_01_16	IMG_0821	2	6859
2020_01_16	IMG_0821	3	22696
2020_01_16	IMG_0821	4	8044
2020_01_16	IMG_0821	5	3797
2020_01_16	IMG_0821	6	7462
2020_01_16	IMG_0821	7	15066
